ReferenceID,Country,Product_Code,Product_Name,Subscription_Start_Date,Subscription_Deactivation_Date,Subscription_Duration_Months,Order_Date_Kyiv,Return_Date_Kyiv,Last_Rebill_Date_Kyiv,Has_Chargeback,Has_Refund,Sales_Agent_Name,Source,Campaign_Name,Total_Amount,Discount_Amount,Number_Of_Rebills,Original_Amount,Returned_Amount,Total_Rebill_Amount
GYB220101-1800-27157,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,1-1-2022 0:00:00,8-10-2022 0:00:00,1,1-1-2022 22:34:00,,1-9-2022 13:20:00,No,No,Nick,Chat,AQ_9,"149,25","49,75",6,199,,"119,7"
GYB220101-1800-81123,AU,aq-one-time-pc-support,Support One Time PC Support,,,0,1-1-2022 5:22:00,,,No,No,Esmee,Call,AQ_7,"119,19","29,8",,"148,99",,
GYB220102-5490-23160,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2-1-2022 0:00:00,,36,2-1-2022 21:53:00,4-1-2022 12:38:00,,No,Yes,Jackie,Call,AQ_9,684,0,,684,634,
GYB220102-5490-53112,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2-1-2022 0:00:00,2-2-2022 0:00:00,1,2-1-2022 18:26:00,,,No,No,Clary,Chat,AQ_9,99,0,,99,,
GYB220103-4319-34119,US,gyb-support-24-month-plan-hi,Support 24-month Plan,3-1-2022 0:00:00,,24,3-1-2022 21:31:00,,,No,No,Jackie,Call,BF.Upgrade,"489,6","86,4",,576,,
GYB220103-6977-97158,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,4-1-2022 0:17:00,,,No,No,Jackie,Call,AQ_1,"119,74","29,94",,"149,68",,
GYB220104-2435-90148,US,gyb-support-24-month-plan-hi,Support 24-month Plan,4-1-2022 0:00:00,2-6-2024 0:00:00,24,5-1-2022 1:33:00,,,No,No,Esmee,Call,ByteFence.CTA,576,0,,576,,
GYB220104-2435-91122,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,4-1-2022 23:05:00,,,No,No,Vicky,Call,AQ_3,"148,86",0,,"148,86",,
GYB220104-4319-32105,US,aq-one-time-pc-support,Support One Time PC Support,,,0,4-1-2022 21:53:00,,,No,No,Megan,Chat,AQ_9,149,0,,149,,
GYB220104-5490-77123,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,4-1-2022 0:00:00,4-1-2025 0:00:00,36,4-1-2022 18:25:00,,,No,No,Megan,Chat,AQ_9,684,0,,684,,
GYB220104-8715-72118,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,4-1-2022 0:00:00,11-1-2023 0:00:00,1,4-1-2022 19:32:00,,,No,No,Vicky,Call,AQ_9,"345,6","86,4",,432,,
GYB220105-4319-74113,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,6-1-2022 1:08:00,,,No,No,Esmee,Call,AQ_1,"97,11","52,29",,"149,4",,
GYB220105-5490-83111,US,aq-one-time-pc-support,Support One Time PC Support,,,0,5-1-2022 7:07:00,,,No,No,Jackie,Call,AQ_9,"126,65","22,35",,149,,
GYB220106-1800-64131,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,6-1-2022 0:00:00,6-2-2022 0:00:00,1,6-1-2022 20:31:00,,,No,No,Esmee,Call,AQ_25,99,0,,99,,
GYB220106-2435-53108,US,aq-one-time-pc-support,Support One Time PC Support,,,0,6-1-2022 3:43:00,,,No,No,,,,"96,85","52,15",,149,,
GYB220106-2435-63145,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,6-1-2022 0:00:00,13-1-2022 0:00:00,12,6-1-2022 18:43:00,13-1-2022 3:20:00,,Yes,No,Esmee,Call,AQ_9,432,0,,432,432,
GYB220106-5490-48130,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,6-1-2022 0:00:00,6-2-2022 0:00:00,1,6-1-2022 17:51:00,,,No,No,Esmee,Call,AQ_9,"79,2","19,8",,99,,
GYB220106-8715-51112,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,6-1-2022 21:18:00,,,No,No,Jacob,Call,AQ_1,"149,45",0,,"149,45",,
GYB220107-1511-41116,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,7-1-2022 0:00:00,,36,7-1-2022 20:35:00,,,No,No,Jayce,Call,AQ_9,"683,68",0,,"683,68",,
GYB220107-6604-87123,US,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,7-1-2022 0:00:00,7-6-2022 0:00:00,6,7-1-2022 20:07:00,,,No,No,Rodger,Call,AQ.Upgrade,"174,3","74,7",,249,,
GYB220107-6911-85132,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,7-1-2022 0:00:00,,1,7-1-2022 3:36:00,,7-10-2023 13:12:00,No,No,Biby,Chat,AQ_9,432,0,10,432,,"199,5"
GYB220108-4354-86171,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,8-1-2022 0:00:00,,1,9-1-2022 0:39:00,,8-10-2023 12:12:00,No,No,Rodger,Call,AQ_1,"345,57","86,39",10,"431,96",,"192,95"
GYB220108-5542-65141,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,8-1-2022 0:00:00,29-1-2022 0:00:00,12,8-1-2022 17:50:00,29-1-2022 11:51:00,,Yes,No,Rodger,Call,AQ_1,"302,37","129,59",,"431,96","281,07",
GYB220108-6911-16230,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,8-1-2022 0:00:00,8-4-2022 0:00:00,1,9-1-2022 2:47:00,,8-3-2022 11:14:00,No,No,Rodger,Call,AQ_9,99,0,2,99,,"39,9"
GYB220108-6911-25129,GB,aq-one-time-pc-support,Support One Time PC Support,,,0,8-1-2022 19:02:00,,,No,No,Clary,Chat,AQ_9,"149,41",0,,"149,41",,
GYB220108-6911-44171,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,8-1-2022 0:00:00,8-2-2022 0:00:00,1,8-1-2022 19:42:00,,,No,No,Jackie,Call,AQ_25,"49,5","49,5",,99,,
GYB220109-1511-50132,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,9-1-2022 0:00:00,9-4-2022 0:00:00,3,9-1-2022 4:56:00,,,No,No,Jayce,Call,AQ_9,199,0,,199,,
GYB220109-4354-44148,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,9-1-2022 0:00:00,16-5-2022 0:00:00,1,9-1-2022 13:11:00,,9-4-2022 15:04:00,No,No,Megan,Chat,AQ_9,"159,2","39,8",1,199,,"19,95"
GYB220109-4354-47123,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,9-1-2022 0:00:00,,1,9-1-2022 3:13:00,,9-10-2023 12:18:00,No,No,Nick,Call,AQ_25,199,0,19,199,,"379,05"
GYB220109-6604-74116,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,9-1-2022 0:00:00,,36,10-1-2022 1:45:00,,,No,No,Rodger,Call,AQ_25,"478,8","205,2",,684,,
GYB220110-4354-47133,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,10-1-2022 0:00:00,10-1-2024 0:00:00,24,10-1-2022 19:31:00,,,No,No,Esmee,Call,AQ_25,576,0,,576,,
GYB220110-4354-90170,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,10-1-2022 0:00:00,,36,10-1-2022 21:08:00,,,No,No,Esmee,Call,AQ_1,"684,1",0,,"684,1",,
GYB220110-6604-28126,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,10-1-2022 0:00:00,10-1-2023 0:00:00,12,11-1-2022 1:29:00,,,No,No,Vicky,Call,AQ_25,432,0,,432,,
GYB220110-6911-44113,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,10-1-2022 0:00:00,,36,10-1-2022 6:42:00,,,No,No,Rodger,Call,AQ_9,"478,8","205,2",,684,,
GYB220110-8954-29129,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,10-1-2022 0:00:00,10-4-2022 0:00:00,3,11-1-2022 1:34:00,,,No,No,Rinna,Chat,AQ_9,199,0,,199,,
GYB220111-1511-18147,US,aq-one-time-pc-support,Support One Time PC Support,,,0,11-1-2022 21:24:00,,,No,No,Biby,Chat,AQ_9,149,0,,149,,
GYB220111-1511-84107,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,11-1-2022 0:00:00,9-1-2023 0:00:00,12,11-1-2022 3:22:00,12-2-2022 17:17:00,,No,Yes,Jayce,Call,AQ_9,432,0,,432,382,
GYB220111-4354-59122,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,11-1-2022 0:00:00,11-1-2023 0:00:00,12,11-1-2022 12:28:00,,,No,No,Olivia,Chat,AQ_9,"431,6",0,,"431,6",,
GYB220111-5542-38113,US,aq-one-time-pc-support,Support One Time PC Support,,,0,11-1-2022 20:11:00,,,No,No,Jacob,Call,AQ_25,"111,75","37,25",,149,,
GYB220111-6911-88135,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,11-1-2022 0:00:00,11-2-2022 0:00:00,1,12-1-2022 2:25:00,,,No,No,Esmee,Call,AQ_9,"49,5","49,5",,99,,
GYB220112-6604-58114,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,12-1-2022 0:00:00,12-1-2023 0:00:00,12,12-1-2022 7:49:00,,,No,No,Vicky,Call,AQ_7,"367,27","64,81",,"432,08",,
GYB220112-8954-29108,US,aq-one-time-pc-support,Support One Time PC Support,,,0,12-1-2022 4:39:00,,,No,No,Vicky,Call,AQ_25,"119,2","29,8",,149,,
GYB220113-1511-25165,US,aq-one-time-pc-support,Support One Time PC Support,,,0,13-1-2022 19:44:00,,,No,No,Jacob,Call,AQ_9,"111,75","37,25",,149,,
GYB220113-1511-88122,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,13-1-2022 0:00:00,,24,13-1-2022 18:07:00,,,No,No,Rodger,Call,AQ_9,576,0,,576,,
GYB220113-5542-30106,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,13-1-2022 0:00:00,13-9-2022 0:00:00,1,14-1-2022 2:26:00,,13-8-2022 14:07:00,No,No,Nick,Call,AQ_9,"79,2","19,8",7,99,,"139,65"
GYB220113-6911-97136,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,13-1-2022 0:00:00,13-9-2025 0:00:00,36,13-1-2022 19:53:00,,,No,No,Rodger,Chat,AQ.Upgrade,"478,8","205,2",,684,,
GYB220113-8954-28128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,13-1-2022 0:00:00,20-1-2023 0:00:00,1,14-1-2022 2:21:00,,,No,No,Isaac,Call,AQ_7,"323,99",108,,"431,99",,
GYB220114-4354-98127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,14-1-2022 0:00:00,,36,15-1-2022 2:39:00,,,No,No,Jackie,Call,AQ_9,684,0,,684,,
GYB220114-5542-89110,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,14-1-2022 0:00:00,,1,14-1-2022 19:53:00,,14-10-2023 13:08:00,No,No,Rodger,Call,AQ_9,99,0,21,99,,"418,95"
GYB220114-6911-61143,US,aq-one-time-pc-support,Support One Time PC Support,,,0,14-1-2022 23:37:00,,,No,No,Rodger,Call,AQ_9,"74,5","74,5",,149,,
GYB220114-8954-36122,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,14-1-2022 0:00:00,14-1-2025 0:00:00,36,14-1-2022 19:15:00,,,No,No,Rodger,Call,BF.Upgrade,"478,8","205,2",,684,,
GYB220114-8954-75165,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,14-1-2022 0:00:00,21-5-2022 0:00:00,1,14-1-2022 21:01:00,,14-4-2022 15:16:00,No,No,Nick,Call,AQ_9,99,0,3,99,,"59,85"
GYB220115-1511-83127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,15-1-2022 0:00:00,15-6-2022 0:00:00,36,15-1-2022 22:00:00,15-6-2022 13:52:00,,No,Yes,Jackie,Call,AQ_9,684,0,,684,535,
GYB220115-4354-14130,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,15-1-2022 20:32:00,,,No,No,Jackie,Call,AQ_9,"112,15","37,38",,"149,53",,
GYB220115-5542-13134,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,15-1-2022 0:00:00,,36,15-1-2022 19:18:00,,,No,No,,,,684,0,,684,,
GYB220115-6604-51110,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,15-1-2022 23:46:00,,,No,No,Jackie,Call,AQ_1,"97,2","52,34",,"149,54",,
GYB220116-4354-54118,US,gyb-support-24-month-plan-hi,Support 24-month Plan,16-1-2022 0:00:00,16-1-2024 0:00:00,24,16-1-2022 7:00:00,,,No,No,Rodger,Call,BF.Upgrade,"403,2","172,8",,576,,
GYB220116-8954-85139,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,16-1-2022 0:00:00,16-3-2023 0:00:00,1,17-1-2022 2:28:00,,16-2-2023 13:46:00,No,No,Rinna,Chat,AQ_9,99,0,13,99,,"259,35"
GYB220117-1511-42127,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,17-1-2022 0:00:00,17-2-2022 0:00:00,1,18-1-2022 2:07:00,,,No,No,Esmee,Call,AQ_7,"49,7","49,7",,"99,4",,
GYB220117-2241-26129,US,aq-one-time-pc-support,Support One Time PC Support,,,0,18-1-2022 0:06:00,,,No,No,Vicky,Call,AQ_9,149,0,,149,,
GYB220117-4354-16192,US,aq-one-time-pc-support,Support One Time PC Support,,,0,17-1-2022 23:10:00,,,No,No,Esmee,Call,AQ_25,149,0,,149,,
GYB220117-4354-30158,US,aq-one-time-pc-support,Support One Time PC Support,,,0,17-1-2022 18:36:00,,,No,No,Biby,Chat,AQ_9,149,0,,149,,
GYB220117-5542-74117,US,aq-one-time-pc-support,Support One Time PC Support,,,0,18-1-2022 1:33:00,,,No,No,,,,"104,3","44,7",,149,,
GYB220118-2241-69161,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,18-1-2022 0:00:00,18-1-2023 0:00:00,12,18-1-2022 21:56:00,,,No,No,Olivia,Chat,AQ_9,432,0,,432,,
GYB220118-5542-13132,US,aq-one-time-pc-support,Support One Time PC Support,,,0,18-1-2022 17:19:00,,,No,No,Olivia,Chat,AQ_9,"96,85","52,15",,149,,
GYB220118-5922-10128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,18-1-2022 0:00:00,18-1-2023 0:00:00,12,18-1-2022 4:54:00,,,No,No,Megan,Chat,AQ_9,"432,46",0,,"432,46",,
GYB220119-1100-86144,UA,aq-gyb-support-12-month-plan,Support 12-month plan,19-1-2022 0:00:00,19-1-2023 0:00:00,12,19-1-2022 12:36:00,,,No,No,,,,336,0,,336,,
GYB220119-1511-12112,NZ,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,19-1-2022 0:00:00,19-1-2023 0:00:00,12,19-1-2022 3:27:00,,,No,No,Biby,Chat,AQ_9,"432,12",0,,"432,12",,
GYB220119-5542-34147,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,19-1-2022 0:00:00,19-1-2022 0:00:00,1,19-1-2022 20:44:00,19-1-2022 14:01:00,,No,Yes,Jackie,Call,AQ.Upgrade,99,0,,99,99,
GYB220119-5542-36129,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,19-1-2022 0:00:00,21-7-2022 0:00:00,1,19-1-2022 12:55:00,,21-6-2022 15:03:00,No,No,Clary,Chat,AQ_9,99,0,5,99,,"99,75"
GYB220120-2241-43133,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,20-1-2022 0:00:00,20-1-2023 0:00:00,1,21-1-2022 2:35:00,,21-12-2022 15:22:00,No,No,Rodger,Call,AQ_9,"49,5","49,5",11,99,,"137,17"
GYB220120-5593-26130,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,20-1-2022 0:00:00,20-1-2024 0:00:00,24,20-1-2022 4:00:00,,,No,No,Jacob,Call,AQ_9,"460,8","115,2",,576,,
GYB220120-5593-50153,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,20-1-2022 0:00:00,20-1-2022 0:00:00,1,20-1-2022 21:33:00,,,No,No,Clary,Chat,AQ_9,99,0,,99,,
GYB220120-6604-72109,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,20-1-2022 0:00:00,23-12-2022 0:00:00,12,21-1-2022 1:25:00,,,No,No,Esmee,Call,AQ_1,"431,7",0,,"431,7",,
GYB220121-2436-93132,US,aq-one-time-pc-support,Support One Time PC Support,,,0,21-1-2022 23:22:00,,,No,No,Rodger,Call,AQ_25,149,0,,149,,
GYB220121-5040-92123,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,21-1-2022 0:00:00,21-1-2023 0:00:00,12,21-1-2022 5:43:00,,,No,No,Nick,Call,AQ_9,"431,85",0,,"431,85",,
GYB220121-6407-70121,US,aq-one-time-pc-support,Support One Time PC Support,,,0,21-1-2022 17:57:00,,,No,No,Vicky,Call,AQ_25,149,0,,149,,
GYB220121-8904-88103,US,aq-one-time-pc-support,Support One Time PC Support,,,0,21-1-2022 14:13:00,,,No,No,Megan,Chat,AQ_9,"104,3","44,7",,149,,
GYB220122-2436-24119,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,22-1-2022 0:00:00,,36,22-1-2022 20:44:00,,,No,No,Nick,Call,AQ_9,684,0,,684,,
GYB220122-2436-64171,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,22-1-2022 0:00:00,22-4-2022 0:00:00,3,22-1-2022 22:36:00,,,No,No,,,,199,0,,199,,
GYB220122-2436-97159,BM,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,22-1-2022 0:00:00,22-1-2023 0:00:00,12,22-1-2022 21:18:00,,,No,No,Megan,Chat,AQ_9,432,0,,432,,
GYB220122-8769-24151,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,22-1-2022 0:00:00,22-2-2022 0:00:00,12,22-1-2022 18:31:00,22-2-2022 12:27:00,,No,Yes,Megan,Chat,AQ_9,324,108,,432,324,
GYB220122-8769-66181,CR,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,22-1-2022 0:00:00,22-1-2023 0:00:00,12,22-1-2022 23:03:00,,,No,No,Nick,Call,AQ_9,324,108,,432,,
GYB220122-8904-42117,GF,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,22-1-2022 0:00:00,29-5-2022 0:00:00,1,22-1-2022 17:38:00,,22-4-2022 14:59:00,No,No,Nick,Call,AQ_9,"159,28","39,82",1,"199,1",,"19,86"
GYB220122-8904-75163,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,22-1-2022 0:00:00,20-9-2022 0:00:00,1,23-1-2022 0:37:00,,22-8-2022 12:39:00,No,No,Jackie,Call,AQ_9,199,0,5,199,,"99,75"
GYB220123-2255-93147,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,23-1-2022 0:00:00,,24,23-1-2022 23:24:00,,,No,No,Biby,Chat,AQ_9,576,0,,576,,
GYB220123-2436-43128,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,23-1-2022 0:00:00,,36,23-1-2022 22:16:00,,,No,No,Biby,Chat,AQ_9,684,0,,684,,
GYB220123-2436-86149,US,gyb-support-36-month-plan-hi,Support 36-month Plan,23-1-2022 0:00:00,23-1-2025 0:00:00,36,23-1-2022 23:01:00,,,No,No,Jackie,Call,BF.Upgrade,"581,4","102,6",,684,,
GYB220123-8769-26121,BS,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,23-1-2022 0:00:00,23-4-2022 0:00:00,3,24-1-2022 2:25:00,,,No,No,Megan,Chat,AQ_9,199,0,,199,,
GYB220124-1295-38123,US,aq-one-time-pc-support,Support One Time PC Support,,,0,24-1-2022 16:58:00,,,No,No,Jayce,Call,AQ_9,149,0,,149,,
GYB220124-2255-50131,AU,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,24-1-2022 0:00:00,27-2-2023 0:00:00,36,24-1-2022 4:36:00,29-3-2022 20:40:00,,No,Yes,Jayce,Call,AQ_7,"683,69",0,,"683,69","478,23",
GYB220124-2436-59151,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,24-1-2022 0:00:00,24-1-2025 0:00:00,36,24-1-2022 19:35:00,,,No,No,Jacob,Call,AQ_1,"581,4","102,6",,684,,
GYB220124-5040-40146,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,24-1-2022 0:00:00,1-2-2022 0:00:00,24,24-1-2022 22:59:00,1-2-2022 12:13:00,,No,Yes,Jacob,Call,AQ_1,"489,6","86,4",,576,"489,6",
GYB220124-8769-18129,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,24-1-2022 0:00:00,31-1-2023 0:00:00,1,24-1-2022 20:19:00,,,No,No,Jayce,Call,AQ_1,432,0,,432,,
GYB220125-2255-67157,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,26-1-2022 1:13:00,,,No,No,Jackie,Call,AQ_1,"111,91","37,3",,"149,21",,
GYB220125-2255-85132,CA,gyb-support-24-month-plan,Support 24-month plan,25-1-2022 0:00:00,25-4-2024 0:00:00,24,25-1-2022 20:04:00,,,No,No,Rodger,Chat,BF.Upgrade,"323,67","107,89",,"431,56",,
GYB220125-2971-41139,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,25-1-2022 0:00:00,20-2-2023 0:00:00,1,25-1-2022 16:54:00,,25-1-2023 11:19:00,No,No,Rodger,Call,AQ_9,432,0,1,432,,"19,95"
GYB220125-2971-44183,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,25-1-2022 0:00:00,25-2-2022 0:00:00,1,25-1-2022 20:50:00,,,No,No,Rodger,Call,AQ_25,99,0,,99,,
GYB220125-2971-78104,US,aq-one-time-pc-support,Support One Time PC Support,,,0,25-1-2022 4:59:00,,,No,No,Biby,Chat,AQ_9,"119,2","29,8",,149,,
GYB220125-2971-84221,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,25-1-2022 0:00:00,26-4-2022 0:00:00,1,26-1-2022 1:50:00,,,No,No,Jackie,Call,AQ_5,199,0,,199,,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Jackie,Call,AQ_9,"683,3",0,,"683,3",,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Rodger,From Support,AQ.Upgrade,"683,3",0,,"683,3",,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Rodger,From Support,AQ_9,"683,3",0,,"683,3",,
GYB220125-5040-15170,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,25-1-2022 0:00:00,25-2-2022 0:00:00,1,26-1-2022 1:06:00,,,No,No,Nick,Call,AQ_9,99,0,,99,,
GYB220125-6407-71134,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,25-1-2022 0:00:00,1-2-2023 0:00:00,1,25-1-2022 4:24:00,,,No,No,Esmee,Call,AQ_9,432,0,,432,,
GYB220126-2971-96115,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,26-1-2022 0:00:00,26-1-2023 0:00:00,12,26-1-2022 17:52:00,,,No,No,Jackie,Call,AQ_9,"367,2","64,8",,432,,
GYB220126-5040-74119,CA,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,26-1-2022 0:00:00,,24,26-1-2022 20:11:00,,,No,No,Rodger,Call,AQ_1,"575,91",0,,"575,91",,
GYB220126-8904-64130,MT,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,26-1-2022 0:00:00,,36,26-1-2022 20:48:00,,,No,No,Clary,Chat,AQ_9,"683,71",0,,"683,71",,
GYB220127-2255-56123,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,27-1-2022 23:18:00,,,No,No,Vicky,Call,AQ_1,"119,41","29,85",,"149,26",,
GYB220127-2436-32115,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,27-1-2022 0:00:00,27-2-2022 0:00:00,1,27-1-2022 23:38:00,,,No,No,Esmee,Call,AQ_25,"79,2","19,8",,99,,
GYB220127-2971-96120,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,27-1-2022 0:00:00,,24,27-1-2022 23:55:00,,,No,No,Rodger,Call,AQ_5,576,0,,576,,
GYB220127-6407-35172,US,aq-one-time-pc-support,Support One Time PC Support,,,0,28-1-2022 2:09:00,,,No,No,Jayce,Call,AQ_9,149,0,,149,,
GYB220127-6407-77118,PG,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,27-1-2022 0:00:00,,24,27-1-2022 3:06:00,,,No,No,Ruby,Chat,AQ_9,576,0,,576,,
GYB220127-8769-14129,US,gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,27-1-2022 0:00:00,3-4-2022 0:00:00,1,27-1-2022 5:32:00,,27-2-2022 14:01:00,No,No,Esmee,Call,BF.Upgrade,"89,1","9,9",1,99,,"24,95"
GYB220127-8904-71128,US,aq-one-time-pc-support,Support One Time PC Support,,,0,27-1-2022 22:03:00,,,No,No,Esmee,Call,AQ_1,149,0,,149,,
GYB220128-1532-84116,CA,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,30-4-2022 0:00:00,1,28-1-2022 23:02:00,,28-4-2022 21:04:00,No,No,Esmee,Call,AQ_1,"99,48",0,3,"99,48",,"61,61"
GYB220128-4242-75153,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,28-2-2022 0:00:00,1,28-1-2022 19:38:00,,,No,No,Esmee,Call,AQ_9,"79,2","19,8",,99,,
GYB220128-4242-81115,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,28-1-2022 0:00:00,10-3-2022 0:00:00,12,28-1-2022 4:29:00,10-3-2022 4:41:00,,Yes,No,Jackie,Call,AQ_1,"388,54","43,17",,"431,71","358,83",
GYB220128-4977-22128,AU,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,28-1-2022 0:00:00,26-8-2023 0:00:00,1,28-1-2022 7:03:00,,26-7-2023 12:41:00,No,No,Rodger,Call,AQ_7,"99,18",0,17,"99,18",,"409,04"
GYB220128-4977-22147,GB,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,28-1-2022 0:00:00,,36,28-1-2022 17:17:00,,,No,No,Megan,Chat,AQ_9,"683,62",0,,"683,62",,
GYB220128-5179-60121,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,28-2-2022 0:00:00,1,28-1-2022 16:55:00,,,No,No,Esmee,Call,AQ_9,"49,5","49,5",,99,,
GYB220128-8017-69132,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,28-1-2022 0:00:00,,36,28-1-2022 23:29:00,,,No,No,Jackie,Call,AQ.Upgrade,"581,4","102,6",,684,,
GYB220128-9233-66122,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,7-3-2022 0:00:00,1,29-1-2022 1:47:00,,,No,No,Rinna,Chat,AQ_9,99,0,,99,,
GYB220129-1532-19108,US,aq-one-time-pc-support,Support One Time PC Support,,,0,29-1-2022 23:02:00,,,No,No,Biby,Chat,AQ_9,"119,2","29,8",,149,,
